,Chamber Temperature (C),dT (C),Wet Bulb Depression,Corrected Water Potential (MPa)
2021-05-22 21:00:00,11.03,-7.957,-0.002,-1.0511342749782437
2021-05-22 21:30:00,9.56,-7.603,-0.086,-0.9999261177768335
2021-05-22 22:00:00,9.08,-7.061,-0.092,-0.9189117444228176
2021-05-22 22:30:00,8.35,-6.484,-0.112,-0.8225273367552296
2021-05-22 23:00:00,7.15,-5.407,-0.126,-0.6774700245939431
2021-05-22 23:30:00,6.07,-4.744,-0.108,-0.5800237478574463
2021-05-23 00:00:00,5.04,-4.168,-0.106,-0.4921395700427813
2021-05-23 00:30:00,4.35,-3.635,-0.095,-0.4200105546033095
2021-05-23 01:00:00,3.86,-3.177,-0.095,-0.3521316540902992
2021-05-23 01:30:00,3.44,-2.707,-0.062,-0.296811754142447
2021-05-23 02:00:00,3.2,-2.081,-0.039,-0.2264239874299987
2021-05-23 02:30:00,2.96,-1.762,0.007,-0.2053594797102628
2021-05-23 03:00:00,2.7,-1.927,0.011,-0.22786570725887342
2021-05-23 03:30:00,2.49,-1.899,0.044,-0.23678272898334587
2021-05-23 04:00:00,2.21,-1.68,0.064,-0.2189222990261272
2021-05-23 04:30:00,2.06,-1.002,0.165,-0.19001055460330948
2021-05-23 05:00:00,2.04,-0.493,0.245,-0.16534628645612592
2021-05-23 05:30:00,2.09,-0.14,0.357,-0.17895924013771042
2021-05-23 06:00:00,1.95,0.433,0.523,-0.1964160714775166
2021-05-23 06:30:00,2.09,1.137,0.811,-0.26001319325413685
2021-05-23 07:00:00,2.33,1.924,1.14,-0.32892229902612724
2021-05-23 07:30:00,2.52,1.384,1.124,-0.3867959222374827
2021-05-23 08:00:00,2.91,3.201,1.687,-0.42320407776251723
2021-05-23 08:30:00,3.47,4.672,2.245,-0.48106450771973586
2021-05-23 09:00:00,4.13,4.873,2.53,-0.5446616294963562
2021-05-23 09:30:00,4.88,6.951,3.296,-0.5732146323658266
2021-05-23 10:00:00,5.82,8.36,4.038,-0.627491133800562
2021-05-23 10:30:00,7.44,11.589,5.756,-0.7378604299572187
2021-05-23 11:00:00,8.77,11.347,6.323,-0.8325009502469558
2021-05-23 11:30:00,9.65,7.79,5.334,-0.8678261274964627
2021-05-23 12:00:00,10.43,5.946,4.826,-0.8735997604274476
2021-05-23 12:30:00,10.78,3.682,3.87,-0.8396201492400337
2021-05-23 13:00:00,12.03,9.367,6.555,-0.8732067164133445
2021-05-23 13:30:00,12.81,2.785,4.17,-0.9292731246269922
2021-05-23 14:00:00,12.44,-2.774,1.684,-0.8950335643038403
2021-05-23 14:30:00,12.1,-1.926,1.505,-0.7549479651403682
2021-05-23 15:00:00,12.28,1.144,2.719,-0.7132515734774099
2021-05-23 15:30:00,11.89,-1.868,1.432,-0.7121210994869897
2021-05-23 16:00:00,11.06,-4.542,0.385,-0.7192942338336111
2021-05-23 16:30:00,10.37,-4.422,0.194,-0.6446405202897373
2021-05-23 17:00:00,9.88,-3.491,0.192,-0.526418710128344
2021-05-23 17:30:00,9.46,-3.006,0.18,-0.4553673956627449
2021-05-23 18:00:00,9.03,-2.847,0.193,-0.43107770097387277
2021-05-23 18:30:00,8.53,-2.979,0.126,-0.4178577913063913
2021-05-23 19:00:00,8.1,-2.701,0.138,-0.3878657072588734
2021-05-23 19:30:00,7.7,-2.309,0.16,-0.34426858548225314
2021-05-23 20:00:00,7.31,-2.193,0.154,-0.32787362321135555
2021-05-23 20:30:00,6.98,-1.817,0.21,-0.3011014488313192
2021-05-23 21:00:00,6.84,-1.239,0.354,-0.2949769902994693
2021-05-23 21:30:00,7.7,-2.173,0.333,-0.39890382847033556
2021-05-23 22:00:00,7.4,-3.246,0.226,-0.4843330754391062
2021-05-23 22:30:00,6.38,-2.528,0.162,-0.38422900571984253
2021-05-23 23:00:00,5.63,-1.699,0.216,-0.295375311615227
2021-05-23 23:30:00,5.19,-1.228,0.273,-0.25642926473165345
2021-05-24 00:00:00,4.92,-1.068,0.351,-0.26896187878853783
2021-05-24 00:30:00,4.71,-0.669,0.486,-0.2864055168742071
2021-05-24 01:00:00,4.47,-1.445,0.387,-0.34571294396195523
2021-05-24 01:30:00,3.99,-2.305,0.193,-0.37036929615665665
2021-05-24 02:00:00,3.64,-2.006,0.166,-0.32319088450838035
2021-05-24 02:30:00,3.35,-1.7,0.18,-0.2921474859952634
2021-05-24 03:00:00,3.07,-1.557,0.199,-0.28000791595248214
2021-05-24 03:30:00,2.81,-1.443,0.204,-0.27106186906890856
2021-05-24 04:00:00,2.61,-1.248,0.256,-0.2667959222374828
2021-05-24 04:30:00,2.49,-0.788,0.313,-0.24108033962470016
2021-05-24 05:00:00,2.43,-0.251,0.42,-0.2274805791972525
2021-05-24 05:30:00,2.48,-0.062,0.548,-0.26574196912105635
2021-05-24 06:00:00,2.49,-0.186,0.546,-0.28104339851311694
2021-05-24 06:30:00,2.32,-0.132,0.571,-0.2935944831257929
2021-05-24 07:00:00,2.27,0.205,0.599,-0.2642738627839079
2021-05-24 07:30:00,2.29,0.578,0.687,-0.2642659468314258
2021-05-24 08:00:00,2.36,0.238,0.666,-0.29039304401410304
2021-05-24 08:30:00,2.44,1.02,0.787,-0.2542659468314258
2021-05-24 09:00:00,2.57,1.103,0.797,-0.24427914008556265
2021-05-24 09:30:00,2.75,1.612,0.988,-0.26574460777188375
2021-05-24 10:00:00,3.07,2.396,1.204,-0.2653304545511617
2021-05-24 10:30:00,3.33,2.059,1.21,-0.2967932835866554
2021-05-24 11:00:00,3.69,2.62,1.396,-0.3057314145177468
2021-05-24 11:30:00,4.11,3.022,1.502,-0.28745683133980615
2021-05-24 12:00:00,4.45,2.225,1.374,-0.3114707449879758
2021-05-24 12:30:00,4.71,2.125,1.296,-0.2842765014347353
2021-05-24 13:00:00,5.01,2.35,1.381,-0.28746738594311566
2021-05-24 13:30:00,5.53,3.171,1.826,-0.3371995208548953
2021-05-24 14:00:00,5.73,2.3,1.456,-0.3074647472922883
2021-05-24 14:30:00,5.87,1.337,1.224,-0.3232119937149993
2021-05-24 15:00:00,6.09,1.26,1.317,-0.36360767637992975
2021-05-24 15:30:00,6.28,1.533,1.409,-0.3674568313398061
2021-05-24 16:00:00,6.72,2.197,1.789,-0.4135892058241381
2021-05-24 16:30:00,7.14,2.731,2.008,-0.41571294396195524
2021-05-24 17:00:00,6.98,0.158,1.035,-0.38318824585755296
2021-05-24 17:30:00,6.88,-0.431,0.83,-0.3657604396768479
2021-05-24 18:00:00,6.88,0.303,0.945,-0.332816311050069
2021-05-24 18:30:00,6.93,-0.33,0.896,-0.38572349856526467
2021-05-24 19:00:00,6.62,-1.865,0.453,-0.40822181016139325
2021-05-24 19:30:00,6.33,-1.568,0.37,-0.3400079159524821
2021-05-24 20:00:00,6.11,-0.784,0.447,-0.2749532424420229
2021-05-24 20:30:00,6.0,-1.013,0.491,-0.3104194305223768
2021-05-24 21:00:00,5.79,-1.025,0.423,-0.29427650143473527
2021-05-24 21:30:00,5.56,-1.354,0.342,-0.30853980961533367
2021-05-24 22:00:00,6.34,-2.146,0.302,-0.3782481966696669
2021-05-24 22:30:00,6.4,-2.007,0.293,-0.36783140479811754
2021-05-24 23:00:00,5.85,-1.501,0.356,-0.32999736134917257
2021-05-24 23:30:00,5.3,-1.187,0.372,-0.29108033962470015
2021-05-25 00:00:00,5.02,-0.951,0.373,-0.26427914008556264
2021-05-25 00:30:00,4.86,-0.848,0.418,-0.26894340823274626
2021-05-25 01:00:00,4.72,-0.775,0.428,-0.27106714637056334
2021-05-25 01:30:00,4.64,-0.794,0.446,-0.2799947226983453
2021-05-25 02:00:00,4.56,-0.678,0.495,-0.28680119953913746
2021-05-25 02:30:00,4.48,-0.611,0.48,-0.2742685854822532
2021-05-25 03:00:00,4.39,-0.699,0.491,-0.28893549228026405
2021-05-25 03:30:00,4.3,-0.912,0.448,-0.2978604299572187
2021-05-25 04:00:00,4.24,-0.804,0.444,-0.29106450771973585
2021-05-25 04:30:00,4.11,-0.819,0.43,-0.2900026386508273
2021-05-25 05:00:00,3.96,-1.088,0.369,-0.29
2021-05-25 05:30:00,3.79,-1.382,0.282,-0.28999208404751786
2021-05-25 06:00:00,3.42,-1.508,0.241,-0.2867827289833459
2021-05-25 06:30:00,3.17,-1.22,0.25,-0.2567985608883101
2021-05-25 07:00:00,3.09,-0.367,0.375,-0.2064266260808261
2021-05-25 07:30:00,3.17,0.732,0.666,-0.20643718068413558
2021-05-25 08:00:00,3.47,2.201,1.186,-0.2610856169263549
2021-05-25 08:30:00,3.96,3.611,1.738,-0.32998680674586317
2021-05-25 09:00:00,4.47,3.707,1.956,-0.39358656717331075
2021-05-25 09:30:00,4.98,3.54,1.992,-0.4121237381378171
2021-05-25 10:00:00,5.24,2.319,1.716,-0.43999999999999995
2021-05-25 10:30:00,5.71,3.015,2.043,-0.46787890051301023
2021-05-25 11:00:00,6.1,3.631,2.294,-0.4874647472922883
2021-05-25 11:30:00,6.56,3.842,2.605,-0.552529975406057
2021-05-25 12:00:00,6.61,1.729,1.949,-0.5699736134917263
2021-05-25 12:30:00,6.94,3.386,2.563,-0.5767748130308636
2021-05-25 13:00:00,6.94,1.041,1.734,-0.553623508284894
2021-05-25 13:30:00,7.01,1.571,1.74,-0.5003100835014583
2021-05-25 14:00:00,7.56,4.478,3.043,-0.5900422184132379
2021-05-25 14:30:00,8.35,6.167,4.027,-0.6967589811258995
2021-05-25 15:00:00,8.65,4.558,3.703,-0.7671493864891752
2021-05-25 15:30:00,8.66,2.278,2.802,-0.7378604299572187
2021-05-25 16:00:00,8.84,3.624,3.162,-0.6927952018434499
2021-05-25 16:30:00,8.91,-0.247,1.914,-0.7250573121612865
2021-05-25 17:00:00,8.35,-1.901,1.087,-0.6610381212114622
2021-05-25 17:30:00,7.97,-2.042,0.85,-0.5921395700427813
2021-05-25 18:00:00,7.62,-2.091,0.703,-0.5389407695819188
2021-05-25 18:30:00,7.35,-1.985,0.587,-0.4821395700427813
2021-05-25 19:00:00,7.08,-1.887,0.507,-0.4410777009738727
2021-05-25 19:30:00,6.79,-1.533,0.555,-0.4110750623230454
2021-05-25 20:00:00,6.6,-1.167,0.621,-0.3910671463705633
2021-05-25 20:30:00,6.41,-1.105,0.621,-0.37788153916383765
2021-05-25 21:00:00,6.26,-0.865,0.613,-0.3574753018955978
2021-05-25 21:30:00,6.65,-1.381,0.564,-0.38681703144410173
2021-05-25 22:00:00,7.11,-1.402,0.577,-0.40317505260341613
2021-05-25 22:30:00,6.9,-1.534,0.623,-0.42931798169105756
2021-05-25 23:00:00,6.44,-1.139,0.595,-0.38319352315920774
2021-05-25 23:30:00,6.02,-0.923,0.583,-0.35428177873639
2021-05-26 00:00:00,5.83,-0.894,0.609,-0.35786834590970074
2021-05-26 00:30:00,5.7,-0.973,0.558,-0.348927576327782
2021-05-26 01:00:00,5.57,-0.81,0.568,-0.33108561692635485
2021-05-26 01:30:00,5.52,-0.684,0.575,-0.32747266324477037
2021-05-26 02:00:00,5.37,-1.279,0.516,-0.3725273367552296
2021-05-26 02:30:00,5.02,-1.763,0.35,-0.3689117444228177
2021-05-26 03:00:00,4.81,-1.592,0.355,-0.35001055460330943
2021-05-26 03:30:00,4.58,-1.535,0.332,-0.3353462864561259
2021-05-26 04:00:00,4.37,-1.583,0.371,-0.35894604688357357
2021-05-26 04:30:00,4.12,-2.09,0.266,-0.3810486758147717
2021-05-26 05:00:00,3.74,-2.557,0.186,-0.40252205945357483
2021-05-26 05:30:00,3.41,-2.418,0.145,-0.3731776912542435
2021-05-26 06:00:00,2.9,-2.487,0.098,-0.3546669067980109
2021-05-26 06:30:00,2.59,-2.018,0.122,-0.3031935231592077
2021-05-26 07:00:00,2.31,-1.732,0.13,-0.2689566014868831
2021-05-26 07:30:00,2.23,-1.043,0.229,-0.23747530189559776
2021-05-26 08:00:00,2.14,-0.893,0.314,-0.2557446077718837
2021-05-26 08:30:00,2.17,-0.304,0.452,-0.2522002590118109
2021-05-26 09:00:00,2.68,3.719,1.504,-0.28885517041844677
2021-05-26 09:30:00,3.64,5.0,2.474,-0.5261719542467426
2021-05-26 10:00:00,4.45,4.929,2.883,-0.6931486660951424
2021-05-26 10:30:00,5.9,10.464,5.247,-0.8592968724844385
2021-05-26 11:00:00,6.94,7.559,4.77,-0.944653713543874
2021-05-26 11:30:00,7.79,5.268,4.274,-0.9917254168220593
2021-05-26 12:00:00,9.23,7.217,5.65,-1.1082613899238039
2021-05-26 12:30:00,9.91,5.688,5.331,-1.1499683361900714
2021-05-26 13:00:00,10.48,5.363,5.426,-1.1789222990261272
2021-05-26 13:30:00,11.07,4.423,5.237,-1.196811754142447
2021-05-26 14:00:00,11.49,4.97,5.538,-1.1995937627317599
2021-05-26 14:30:00,12.51,12.079,8.972,-1.2593364522468493
2021-05-26 15:00:00,14.68,19.867,13.191,-1.2542553922281163
2021-05-26 15:30:00,15.18,12.391,10.026,-1.2710539531164264
2021-05-26 16:00:00,16.28,10.244,9.494,-1.289299511135266
2021-05-26 16:30:00,17.06,8.678,8.726,-1.2278591106318049
2021-05-26 17:00:00,16.83,2.707,5.469,-1.1501576804015563
2021-05-26 17:30:00,,,,-1.1450369411115833
2021-05-26 18:00:00,17.1,4.909,6.629,-1.154766536881365
2021-05-26 18:30:00,17.86,5.045,7.05,-1.180753104892864
2021-05-26 19:00:00,17.51,1.692,4.851,-1.0689222990261273
2021-05-26 19:30:00,17.12,-1.554,2.682,-0.9459940023043125
2021-05-26 20:00:00,16.2,-5.034,0.994,-0.9197928238808092
2021-05-26 20:30:00,15.15,-4.51,0.585,-0.7919510634970417
2021-05-26 21:00:00,14.15,-6.162,0.208,-0.8426657089352492
2021-05-26 21:30:00,13.23,-4.418,0.229,-0.6617043076154404
2021-05-26 22:00:00,13.59,-3.334,0.341,-0.5418019376960531
2021-05-26 22:30:00,13.45,-2.25,0.774,-0.5221712338527098
2021-05-26 23:00:00,12.83,-0.915,1.358,-0.5310645077197359
2021-05-26 23:30:00,12.46,-0.697,1.489,-0.54571822126361
2021-05-27 00:00:00,12.16,-0.435,1.508,-0.5278498753539091
2021-05-27 00:30:00,12.03,-0.221,1.484,-0.4900026386508273
2021-05-27 01:00:00,11.7,-0.837,1.087,-0.4532146323658267
2021-05-27 01:30:00,11.57,-0.209,1.313,-0.44215012464609077
2021-05-27 02:00:00,11.5,-0.003,1.42,-0.4510645077197359
2021-05-27 02:30:00,11.49,0.244,1.573,-0.46572877586691946
2021-05-27 03:00:00,11.4,0.218,1.52,-0.45212373813781703
2021-05-27 03:30:00,11.34,0.056,1.442,-0.44787362321135554
2021-05-27 04:00:00,11.27,0.153,1.427,-0.43320143911168985
2021-05-27 04:30:00,11.18,-0.098,1.347,-0.4389407695819188
2021-05-27 05:00:00,11.06,-0.137,1.313,-0.4410829782755275
2021-05-27 05:30:00,10.92,-0.389,1.25,-0.456334273301868
2021-05-27 06:00:00,10.21,-3.034,0.371,-0.4848184722321673
2021-05-27 06:30:00,9.9,-0.292,0.721,-0.3026884934733589
2021-05-27 07:00:00,9.98,0.403,1.368,-0.39368419725392356
2021-05-27 07:30:00,10.01,1.215,1.872,-0.4789196603752998
2021-05-27 08:00:00,10.2,1.652,2.243,-0.552136931391954
2021-05-27 08:30:00,10.43,2.391,2.819,-0.6399920840475178
2021-05-27 09:00:00,10.65,2.017,2.936,-0.7246510748930466
2021-05-27 09:30:00,10.75,2.215,3.141,-0.7699841680950358
2021-05-27 10:00:00,10.77,1.083,2.791,-0.8089381309310915
2021-05-27 10:30:00,10.93,2.222,3.363,-0.8432119937149993
2021-05-27 11:00:00,11.29,3.916,4.255,-0.9021184608361623
2021-05-27 11:30:00,11.67,3.404,4.342,-0.9682719445271133
2021-05-27 12:00:00,11.75,3.693,4.396,-0.9638649868648406
2021-05-27 12:30:00,12.6,4.512,5.162,-1.0446906546554573
2021-05-27 13:00:00,12.93,3.193,4.843,-1.1021026289311981
2021-05-27 13:30:00,13.4,4.078,5.509,-1.1603772121091387
2021-05-27 14:00:00,13.74,3.726,5.366,-1.1499815294442082
2021-05-27 14:30:00,14.02,2.751,4.941,-1.1321422086936086
2021-05-27 15:00:00,14.48,4.334,5.721,-1.131059230418081
2021-05-27 15:30:00,15.07,4.915,6.157,-1.1335997604274475
2021-05-27 16:00:00,15.45,3.898,5.589,-1.0963712144134512
2021-05-27 16:30:00,16.29,4.547,6.106,-1.0871942435532407
2021-05-27 17:00:00,16.05,0.509,3.786,-0.9963949622708975
2021-05-27 17:30:00,15.87,2.615,4.584,-0.9432304642707909
2021-05-27 18:00:00,15.34,-3.001,1.823,-0.9220841583754064
2021-05-27 18:30:00,13.8,-6.186,0.326,-0.8944122349639274
