Serial Number:,PSY1M409
APP Serial #:,03000AD3
Head Serial #:,2270
App Ver:,R1-7-8
COM Ver:,R2-6-7
Instrument Name:,
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
28/04/2022,04:51:33,25.79,1.085,4.270,-0.69,1.00,-3.80,0.714,0.14,8.173,4.15,24.60 ,present ,USB ,USB ,
Serial Number:,PSY1M409
APP Serial #:,03000AD3
Head Serial #:,2270
App Ver:,R1-7-8
COM Ver:,R2-6-7
Instrument Name:,ES42 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
30/04/2022,03:00:00,-0.40,0.073,0.000,0.00,0.98,-4.64,-2.178,0.01,8.755,4.17,3.00 ,present ,24.01 ,28.50 ,
30/04/2022,03:30:00,-0.78,0.133,0.000,0.00,0.98,-4.64,-1.915,0.01,8.755,4.17,2.70 ,present ,23.97 ,27.90 ,
30/04/2022,04:00:00,-0.81,1.201,0.000,0.00,0.98,-4.64,-4.126,0.17,8.755,4.17,2.80 ,present ,23.83 ,28.20 ,
30/04/2022,04:30:00,-0.82,1.695,0.000,0.00,0.98,-4.64,-4.852,0.24,8.755,4.17,2.90 ,present ,23.73 ,29.10 ,
30/04/2022,05:00:00,-0.85,1.749,0.000,0.00,0.98,-4.64,-5.153,0.25,8.755,4.17,2.60 ,present ,23.69 ,28.20 ,
30/04/2022,05:30:00,-0.89,2.358,0.000,0.00,0.98,-4.64,-6.621,0.33,8.755,4.17,2.09 ,present ,23.59 ,28.50 ,
30/04/2022,06:00:00,-0.87,1.906,0.000,0.00,0.98,-4.64,-5.335,0.27,8.755,4.17,1.90 ,present ,23.52 ,28.50 ,
30/04/2022,06:30:00,0.00,0.995,0.000,0.00,0.98,-4.64,-3.799,0.14,8.755,4.15,-1.40 ,not present ,0.00 ,0.00 ,
30/04/2022,07:00:00,0.35,0.505,0.000,0.00,0.98,-4.64,-2.783,0.07,8.755,4.14,-1.90 ,not present ,0.00 ,0.00 ,
30/04/2022,07:30:00,0.38,0.238,0.000,0.00,0.98,-4.64,-2.140,0.03,8.755,4.14,-1.90 ,not present ,0.00 ,0.00 ,
30/04/2022,08:00:00,0.51,-0.091,0.000,0.00,0.98,-4.64,-1.125,-0.01,8.755,4.13,-1.90 ,not present ,0.00 ,0.00 ,
30/04/2022,08:30:00,0.13,-0.251,0.000,0.00,0.98,-4.64,-0.743,-0.03,8.755,4.12,-1.40 ,not present ,0.00 ,0.00 ,
30/04/2022,09:00:00,-0.16,-0.573,0.000,0.00,0.98,-4.64,-0.064,-0.08,8.755,4.12,-0.90 ,not present ,0.00 ,0.00 ,
30/04/2022,09:30:00,-0.42,-1.104,0.000,0.00,0.98,-4.64,1.257,-0.15,8.755,4.11,-0.10 ,not present ,0.00 ,0.00 ,
30/04/2022,10:00:00,-0.22,-2.363,-0.108,-0.05,0.98,-4.64,4.168,-0.33,8.755,4.10,0.60 ,not present ,0.00 ,0.00 ,
30/04/2022,10:30:00,2.39,-13.492,1.734,-2.68,0.98,-4.64,32.492,-1.93,8.755,4.10,2.00 ,not present ,0.00 ,0.00 ,
30/04/2022,11:00:00,5.07,-2.750,3.795,-1.95,0.98,-4.64,12.033,-0.39,8.755,4.09,3.80 ,not present ,0.00 ,0.00 ,
30/04/2022,11:30:00,7.19,-3.485,9.088,-4.06,0.98,-4.64,14.381,-0.50,8.755,4.08,5.10 ,not present ,0.00 ,0.00 ,
30/04/2022,12:00:00,8.41,-2.550,7.985,-3.27,0.98,-4.64,10.865,-0.36,8.755,4.08,7.00 ,not present ,0.00 ,0.00 ,
30/04/2022,12:30:00,8.09,-1.369,4.209,-1.65,0.98,-4.64,4.988,-0.19,8.755,4.07,7.00 ,not present ,0.00 ,0.00 ,
30/04/2022,13:00:00,7.63,-0.837,2.243,-0.81,0.98,-4.64,1.809,-0.12,8.755,4.07,6.90 ,not present ,0.00 ,0.00 ,
30/04/2022,13:30:00,7.51,-0.698,1.582,-0.53,0.98,-4.64,0.963,-0.10,8.755,4.06,6.70 ,not present ,0.00 ,0.00 ,
30/04/2022,14:00:00,8.07,-1.014,2.701,-1.00,0.98,-4.64,2.350,-0.14,8.755,4.06,6.80 ,not present ,0.00 ,0.00 ,
30/04/2022,14:30:00,8.56,-1.325,4.048,-1.54,0.98,-4.64,4.298,-0.19,8.755,4.06,6.90 ,not present ,0.00 ,0.00 ,
30/04/2022,15:00:00,9.97,-1.738,4.485,-1.66,0.98,-4.64,4.284,-0.24,8.755,4.05,8.00 ,not present ,0.00 ,0.00 ,
30/04/2022,15:30:00,9.49,-0.818,2.761,-0.92,0.98,-4.64,1.846,-0.11,8.755,4.05,8.10 ,not present ,0.00 ,0.00 ,
30/04/2022,16:00:00,8.98,-0.676,1.378,-0.40,0.98,-4.64,-0.276,-0.09,8.755,4.05,7.60 ,not present ,0.00 ,0.00 ,
30/04/2022,16:30:00,9.10,-0.743,1.824,-0.58,0.98,-4.64,0.203,-0.10,8.755,4.04,7.20 ,not present ,0.00 ,0.00 ,
30/04/2022,17:00:00,9.35,-0.778,1.993,-0.64,0.98,-4.64,0.383,-0.11,8.755,4.03,7.60 ,not present ,0.00 ,0.00 ,
30/04/2022,17:30:00,8.99,-0.385,1.564,-0.43,0.98,-4.64,0.252,-0.05,8.755,4.01,7.40 ,not present ,0.00 ,0.00 ,
30/04/2022,18:00:00,9.31,-0.605,1.597,-0.47,0.98,-4.64,-0.093,-0.08,8.755,3.99,7.90 ,not present ,0.00 ,0.00 ,
